accounting  | accounting  | Accounting service started
kafka  | kafka  | [2026-02-07 05:02:09,367] INFO Loaded member MemberMetadata(memberId=consumer-fraud-detection-1-3c36eb72-45fc-4993-bb09-338699276b66, groupInstanceId=None, clientId=consumer-fraud-detection-1, clientHost=/172.22.0.20, sessionTimeoutMs=45000, rebalanceTimeoutMs=300000, supportedProtocols=List(range)) in group fraud-detection with generation 23. (kafka.coordinator.group.GroupMetadata$)
kafka  | kafka  | [2026-02-07 05:02:09,377] INFO [GroupCoordinator 1]: Loading group metadata for fraud-detection with generation 23 (kafka.coordinator.group.GroupCoordinator)
kafka  | kafka  | [2026-02-07 05:02:09,380] INFO [GroupMetadataManager brokerId=1] Finished loading offsets and group metadata from __consumer_offsets-44 in 105 milliseconds for epoch 14, of which 9 milliseconds was spent in the scheduler. (kafka.coordinator.group.GroupMetadataManager)
kafka  | kafka  | [2026-02-07 05:02:09,380] INFO [GroupMetadataManager brokerId=1] Finished loading offsets and group metadata from __consumer_offsets-23 in 105 milliseconds for epoch 14, of which 105 milliseconds was spent in the scheduler. (kafka.coordinator.group.GroupMetadataManager)
kafka  | kafka  | [2026-02-07 05:02:09,380] INFO [GroupMetadataManager brokerId=1] Finished loading offsets and group metadata from __consumer_offsets-19 in 105 milliseconds for epoch 14, of which 105 milliseconds was spent in the scheduler. (kafka.coordinator.group.GroupMetadataManager)
kafka  | kafka  | [2026-02-07 05:02:09,380] INFO [GroupMetadataManager brokerId=1] Finished loading offsets and group metadata from __consumer_offsets-32 in 105 milliseconds for epoch 14, of which 105 milliseconds was spent in the scheduler. (kafka.coordinator.group.GroupMetadataManager)
kafka  | kafka  | [2026-02-07 05:02:09,380] INFO [GroupMetadataManager brokerId=1] Finished loading offsets and group metadata from __consumer_offsets-28 in 105 milliseconds for epoch 14, of which 105 milliseconds was spent in the scheduler. (kafka.coordinator.group.GroupMetadataManager)
kafka  | kafka  | [2026-02-07 05:02:09,380] INFO [GroupMetadataManager brokerId=1] Finished loading offsets and group metadata from __consumer_offsets-7 in 104 milliseconds for epoch 14, of which 104 milliseconds was spent in the scheduler. (kafka.coordinator.group.GroupMetadataManager)
kafka  | kafka  | [2026-02-07 05:02:09,380] INFO [GroupMetadataManager brokerId=1] Finished loading offsets and group metadata from __consumer_offsets-40 in 104 milliseconds for epoch 14, of which 104 milliseconds was spent in the scheduler. (kafka.coordinator.group.GroupMetadataManager)
kafka  | kafka  | [2026-02-07 05:02:09,380] INFO [GroupMetadataManager brokerId=1] Finished loading offsets and group metadata from __consumer_offsets-3 in 104 milliseconds for epoch 14, of which 104 milliseconds was spent in the scheduler. (kafka.coordinator.group.GroupMetadataManager)
kafka  | kafka  | [2026-02-07 05:02:09,380] INFO [GroupMetadataManager brokerId=1] Finished loading offsets and group metadata from __consumer_offsets-36 in 104 milliseconds for epoch 14, of which 104 milliseconds was spent in the scheduler. (kafka.coordinator.group.GroupMetadataManager)
kafka  | kafka  | [2026-02-07 05:02:09,380] INFO [GroupMetadataManager brokerId=1] Finished loading offsets and group metadata from __consumer_offsets-47 in 104 milliseconds for epoch 14, of which 104 milliseconds was spent in the scheduler. (kafka.coordinator.group.GroupMetadataManager)
kafka  | kafka  | [2026-02-07 05:02:09,380] INFO [GroupMetadataManager brokerId=1] Finished loading offsets and group metadata from __consumer_offsets-14 in 104 milliseconds for epoch 14, of which 104 milliseconds was spent in the scheduler. (kafka.coordinator.group.GroupMetadataManager)
kafka  | kafka  | [2026-02-07 05:02:09,381] INFO Loaded member MemberMetadata(memberId=rdkafka-0b0ce831-f2ad-4ee7-bf8a-2cc0adea77bb, groupInstanceId=None, clientId=rdkafka, clientHost=/172.22.0.29, sessionTimeoutMs=45000, rebalanceTimeoutMs=300000, supportedProtocols=List(range)) in group accounting with generation 6. (kafka.coordinator.group.GroupMetadata$)
kafka  | kafka  | [2026-02-07 05:02:09,381] INFO Loaded member MemberMetadata(memberId=rdkafka-ba5a3221-d390-40a8-bb43-edf44b356a96, groupInstanceId=None, clientId=rdkafka, clientHost=/172.22.0.14, sessionTimeoutMs=45000, rebalanceTimeoutMs=300000, supportedProtocols=List(range)) in group accounting with generation 7. (kafka.coordinator.group.GroupMetadata$)
kafka  | kafka  | [2026-02-07 05:02:09,382] INFO Loaded member MemberMetadata(memberId=rdkafka-a8d1e8eb-94b7-4276-8cd8-eceb218ffa0a, groupInstanceId=None, clientId=rdkafka, clientHost=/172.22.0.28, sessionTimeoutMs=45000, rebalanceTimeoutMs=300000, supportedProtocols=List(range)) in group accounting with generation 8. (kafka.coordinator.group.GroupMetadata$)
kafka  | kafka  | [2026-02-07 05:02:09,382] INFO [GroupCoordinator 1]: Loading group metadata for accounting with generation 8 (kafka.coordinator.group.GroupCoordinator)
kafka  | kafka  | [2026-02-07 05:02:09,382] INFO [GroupMetadataManager brokerId=1] Finished loading offsets and group metadata from __consumer_offsets-43 in 106 milliseconds for epoch 14, of which 104 milliseconds was spent in the scheduler. (kafka.coordinator.group.GroupMetadataManager)
kafka  | kafka  | [2026-02-07 05:02:09,382] INFO [GroupMetadataManager brokerId=1] Finished loading offsets and group metadata from __consumer_offsets-10 in 106 milliseconds for epoch 14, of which 106 milliseconds was spent in the scheduler. (kafka.coordinator.group.GroupMetadataManager)
kafka  | kafka  | [2026-02-07 05:02:09,382] INFO [GroupMetadataManager brokerId=1] Finished loading offsets and group metadata from __consumer_offsets-22 in 106 milliseconds for epoch 14, of which 106 milliseconds was spent in the scheduler. (kafka.coordinator.group.GroupMetadataManager)
kafka  | kafka  | [2026-02-07 05:02:09,382] INFO [GroupMetadataManager brokerId=1] Finished loading offsets and group metadata from __consumer_offsets-18 in 106 milliseconds for epoch 14, of which 106 milliseconds was spent in the scheduler. (kafka.coordinator.group.GroupMetadataManager)
kafka  | kafka  | [2026-02-07 05:02:09,382] INFO [GroupMetadataManager brokerId=1] Finished loading offsets and group metadata from __consumer_offsets-31 in 106 milliseconds for epoch 14, of which 106 milliseconds was spent in the scheduler. (kafka.coordinator.group.GroupMetadataManager)
kafka  | kafka  | [2026-02-07 05:02:09,382] INFO [GroupMetadataManager brokerId=1] Finished loading offsets and group metadata from __consumer_offsets-27 in 106 milliseconds for epoch 14, of which 106 milliseconds was spent in the scheduler. (kafka.coordinator.group.GroupMetadataManager)
kafka  | kafka  | [2026-02-07 05:02:09,382] INFO [GroupMetadataManager brokerId=1] Finished loading offsets and group metadata from __consumer_offsets-39 in 106 milliseconds for epoch 14, of which 106 milliseconds was spent in the scheduler. (kafka.coordinator.group.GroupMetadataManager)
kafka  | kafka  | [2026-02-07 05:02:09,382] INFO [GroupMetadataManager brokerId=1] Finished loading offsets and group metadata from __consumer_offsets-6 in 106 milliseconds for epoch 14, of which 106 milliseconds was spent in the scheduler. (kafka.coordinator.group.GroupMetadataManager)
kafka  | kafka  | [2026-02-07 05:02:09,382] INFO [GroupMetadataManager brokerId=1] Finished loading offsets and group metadata from __consumer_offsets-35 in 106 milliseconds for epoch 14, of which 106 milliseconds was spent in the scheduler. (kafka.coordinator.group.GroupMetadataManager)
kafka  | kafka  | [2026-02-07 05:02:09,382] INFO [GroupMetadataManager brokerId=1] Finished loading offsets and group metadata from __consumer_offsets-2 in 106 milliseconds for epoch 14, of which 106 milliseconds was spent in the scheduler. (kafka.coordinator.group.GroupMetadataManager)
kafka  | kafka  | [2026-02-07 05:02:10,152] INFO [BrokerLifecycleManager id=1] Unable to register broker 1 because the controller returned error DUPLICATE_BROKER_REGISTRATION (kafka.server.BrokerLifecycleManager)
kafka  | kafka  | [2026-02-07 05:02:11,785] INFO [BrokerLifecycleManager id=1] Unable to register broker 1 because the controller returned error DUPLICATE_BROKER_REGISTRATION (kafka.server.BrokerLifecycleManager)
kafka  | kafka  | [2026-02-07 05:02:15,009] INFO [BrokerLifecycleManager id=1] Unable to register broker 1 because the controller returned error DUPLICATE_BROKER_REGISTRATION (kafka.server.BrokerLifecycleManager)
kafka  | kafka  | [2026-02-07 05:02:21,555] INFO [BrokerLifecycleManager id=1] Successfully registered broker 1 with broker epoch 3836546 (kafka.server.BrokerLifecycleManager)
kafka  | kafka  | [2026-02-07 05:02:21,561] INFO [BrokerLifecycleManager id=1] The broker has caught up. Transitioning from STARTING to RECOVERY. (kafka.server.BrokerLifecycleManager)
kafka  | kafka  | [2026-02-07 05:02:21,561] INFO [BrokerServer id=1] Finished waiting for the controller to acknowledge that we are caught up (kafka.server.BrokerServer)
kafka  | kafka  | [2026-02-07 05:02:21,561] INFO [BrokerServer id=1] Waiting for the initial broker metadata update to be published (kafka.server.BrokerServer)
kafka  | kafka  | [2026-02-07 05:02:21,561] INFO [BrokerServer id=1] Finished waiting for the initial broker metadata update to be published (kafka.server.BrokerServer)
kafka  | kafka  | [2026-02-07 05:02:21,561] INFO KafkaConfig values: 
kafka  | kafka  | 	advertised.listeners = PLAINTEXT://kafka:9092
kafka  | kafka  | 	alter.config.policy.class.name = null
kafka  | kafka  | 	alter.log.dirs.replication.quota.window.num = 11
kafka  | kafka  | 	alter.log.dirs.replication.quota.window.size.seconds = 1
kafka  | kafka  | 	authorizer.class.name = 
kafka  | kafka  | 	auto.create.topics.enable = true
kafka  | kafka  | 	auto.include.jmx.reporter = true
kafka  | kafka  | 	auto.leader.rebalance.enable = true
kafka  | kafka  | 	background.threads = 10
kafka  | kafka  | 	broker.heartbeat.interval.ms = 2000
kafka  | kafka  | 	broker.id = 1
kafka  | kafka  | 	broker.id.generation.enable = true
kafka  | kafka  | 	broker.rack = null
kafka  | kafka  | 	broker.session.timeout.ms = 9000
kafka  | kafka  | 	client.quota.callback.class = null
kafka  | kafka  | 	compression.gzip.level = -1
kafka  | kafka  | 	compression.lz4.level = 9
kafka  | kafka  | 	compression.type = producer
kafka  | kafka  | 	compression.zstd.level = 3
kafka  | kafka  | 	connection.failed.authentication.delay.ms = 100
kafka  | kafka  | 	connections.max.idle.ms = 600000
kafka  | kafka  | 	connections.max.reauth.ms = 0
kafka  | kafka  | 	control.plane.listener.name = null
kafka  | kafka  | 	controlled.shutdown.enable = true
kafka  | kafka  | 	controlled.shutdown.max.retries = 3
kafka  | kafka  | 	controlled.shutdown.retry.backoff.ms = 5000
kafka  | kafka  | 	controller.listener.names = CONTROLLER
kafka  | kafka  | 	controller.quorum.append.linger.ms = 25
kafka  | kafka  | 	controller.quorum.bootstrap.servers = []
kafka  | kafka  | 	controller.quorum.election.backoff.max.ms = 1000
kafka  | kafka  | 	controller.quorum.election.timeout.ms = 1000
kafka  | kafka  | 	controller.quorum.fetch.timeout.ms = 2000
kafka  | kafka  | 	controller.quorum.request.timeout.ms = 2000
kafka  | kafka  | 	controller.quorum.retry.backoff.ms = 20
kafka  | kafka  | 	controller.quorum.voters = [1@kafka:9093]
kafka  | kafka  | 	controller.quota.window.num = 11
kafka  | kafka  | 	controller.quota.window.size.seconds = 1
kafka  | kafka  | 	controller.socket.timeout.ms = 30000
kafka  | kafka  | 	create.topic.policy.class.name = null
kafka  | kafka  | 	default.replication.factor = 1
kafka  | kafka  | 	delegation.token.expiry.check.interval.ms = 3600000
kafka  | kafka  | 	delegation.token.expiry.time.ms = 86400000
kafka  | kafka  | 	delegation.token.master.key = null
kafka  | kafka  | 	delegation.token.max.lifetime.ms = 604800000
kafka  | kafka  | 	delegation.token.secret.key = null
kafka  | kafka  | 	delete.records.purgatory.purge.interval.requests = 1
kafka  | kafka  | 	delete.topic.enable = true
kafka  | kafka  | 	early.start.listeners = null
kafka  | kafka  | 	eligible.leader.replicas.enable = false
kafka  | kafka  | 	fetch.max.bytes = 57671680
kafka  | kafka  | 	fetch.purgatory.purge.interval.requests = 1000
kafka  | kafka  | 	group.consumer.assignors = [org.apache.kafka.coordinator.group.assignor.UniformAssignor, org.apache.kafka.coordinator.group.assignor.RangeAssignor]
kafka  | kafka  | 	group.consumer.heartbeat.interval.ms = 5000
kafka  | kafka  | 	group.consumer.max.heartbeat.interval.ms = 15000
kafka  | kafka  | 	group.consumer.max.session.timeout.ms = 60000
kafka  | kafka  | 	group.consumer.max.size = 2147483647
kafka  | kafka  | 	group.consumer.migration.policy = disabled
kafka  | kafka  | 	group.consumer.min.heartbeat.interval.ms = 5000
kafka  | kafka  | 	group.consumer.min.session.timeout.ms = 45000
kafka  | kafka  | 	group.consumer.session.timeout.ms = 45000
kafka  | kafka  | 	group.coordinator.append.linger.ms = 10
kafka  | kafka  | 	group.coordinator.new.enable = false
kafka  | kafka  | 	group.coordinator.rebalance.protocols = [classic]
kafka  | kafka  | 	group.coordinator.threads = 1
kafka  | kafka  | 	group.initial.rebalance.delay.ms = 0
kafka  | kafka  | 	group.max.session.timeout.ms = 1800000
kafka  | kafka  | 	group.max.size = 2147483647
kafka  | kafka  | 	group.min.session.timeout.ms = 6000
kafka  | kafka  | 	group.share.delivery.count.limit = 5
kafka  | kafka  | 	group.share.enable = false
kafka  | kafka  | 	group.share.heartbeat.interval.ms = 5000
kafka  | kafka  | 	group.share.max.groups = 10
kafka  | kafka  | 	group.share.max.heartbeat.interval.ms = 15000
kafka  | kafka  | 	group.share.max.record.lock.duration.ms = 60000
kafka  | kafka  | 	group.share.max.session.timeout.ms = 60000
kafka  | kafka  | 	group.share.max.size = 200
kafka  | kafka  | 	group.share.min.heartbeat.interval.ms = 5000
kafka  | kafka  | 	group.share.min.record.lock.duration.ms = 15000
kafka  | kafka  | 	group.share.min.session.timeout.ms = 45000
kafka  | kafka  | 	group.share.partition.max.record.locks = 200
kafka  | kafka  | 	group.share.record.lock.duration.ms = 30000
kafka  | kafka  | 	group.share.session.timeout.ms = 45000
kafka  | kafka  | 	initial.broker.registration.timeout.ms = 60000
kafka  | kafka  | 	inter.broker.listener.name = null
kafka  | kafka  | 	inter.broker.protocol.version = 3.9-IV0
kafka  | kafka  | 	kafka.metrics.polling.interval.secs = 10
kafka  | kafka  | 	kafka.metrics.reporters = []
kafka  | kafka  | 	leader.imbalance.check.interval.seconds = 300
kafka  | kafka  | 	leader.imbalance.per.broker.percentage = 10
kafka  | kafka  | 	listener.security.protocol.map = CONTROLLER:PLAINTEXT,PLAINTEXT:PLAINTEXT
kafka  | kafka  | 	listeners = PLAINTEXT://kafka:9092,CONTROLLER://kafka:9093
kafka  | kafka  | 	log.cleaner.backoff.ms = 15000
kafka  | kafka  | 	log.cleaner.dedupe.buffer.size = 134217728
kafka  | kafka  | 	log.cleaner.delete.retention.ms = 86400000
kafka  | kafka  | 	log.cleaner.enable = true
kafka  | kafka  | 	log.cleaner.io.buffer.load.factor = 0.9
kafka  | kafka  | 	log.cleaner.io.buffer.size = 524288
kafka  | kafka  | 	log.cleaner.io.max.bytes.per.second = 1.7976931348623157E308
kafka  | kafka  | 	log.cleaner.max.compaction.lag.ms = 9223372036854775807
kafka  | kafka  | 	log.cleaner.min.cleanable.ratio = 0.5
kafka  | kafka  | 	log.cleaner.min.compaction.lag.ms = 0
kafka  | kafka  | 	log.cleaner.threads = 1
kafka  | kafka  | 	log.cleanup.policy = [delete]
kafka  | kafka  | 	log.dir = /tmp/kafka-logs
kafka  | kafka  | 	log.dir.failure.timeout.ms = 30000
kafka  | kafka  | 	log.dirs = null
kafka  | kafka  | 	log.flush.interval.messages = 9223372036854775807
kafka  | kafka  | 	log.flush.interval.ms = null
kafka  | kafka  | 	log.flush.offset.checkpoint.interval.ms = 60000
kafka  | kafka  | 	log.flush.scheduler.interval.ms = 9223372036854775807
